NOME;COLUNAS;LINHAS;ALPHA;THETA;T LAB;T C2G
"data/baseball.ppm";320;240;15;225;0,03;1.304,092041
"data/baseball.ppm";320;240;20;225;0,04;1.318,125977
"data/baseball.ppm";320;240;25;225;0,03;1.337,078003
"data/baseball.ppm";320;240;5;270;0,03;1.175,218018
"data/baseball.ppm";320;240;10;270;0,03;1.274,229004
"data/baseball.ppm";320;240;15;270;0,03;1.304,321045
"data/baseball.ppm";320;240;20;270;0,04;1.318,833984
"data/baseball.ppm";320;240;25;270;0,03;1.337,348022
"data/baseball.ppm";320;240;5;315;0,02;1.174,805054
"data/baseball.ppm";320;240;10;315;0,03;1.273,953003
"data/baseball.ppm";320;240;15;315;0,03;1.306,159058
"data/baseball.ppm";320;240;20;315;0,03;1.317,956055
"data/baseball.ppm";320;240;25;315;0,03;1.337,454956
"data/car.ppm";125;125;5;0;0;52,820999
"data/car.ppm";125;125;10;0;0;57,199001
"data/car.ppm";125;125;15;0;0;60,251999
"data/car.ppm";125;125;20;0;0;61,209999
"data/car.ppm";125;125;25;0;0,01;61,834999
"data/car.ppm";125;125;5;45;0,01;54,978001
"data/car.ppm";125;125;10;45;0,01;57,168999
"data/car.ppm";125;125;15;45;0,01;63,591999
"data/car.ppm";125;125;20;45;0;61,081001
"data/car.ppm";125;125;25;45;0,01;61,787998
"data/car.ppm";125;125;5;90;0,01;52,790001
"data/car.ppm";125;125;10;90;0,01;57,369999
"data/car.ppm";125;125;15;90;0,02;60,432999
"data/car.ppm";125;125;20;90;0;61,112000
"data/car.ppm";125;125;25;90;0,01;61,816002
"data/car.ppm";125;125;5;135;0,01;52,789001
"data/car.ppm";125;125;10;135;0,01;57,150002
"data/car.ppm";125;125;15;135;0;59,943001
"data/car.ppm";125;125;20;135;0,01;61,213001
"data/car.ppm";125;125;25;135;0,01;61,457001
"data/car.ppm";125;125;5;180;0;52,769001
"data/car.ppm";125;125;10;180;0;56,789001
"data/car.ppm";125;125;15;180;0,01;60,265999
"data/car.ppm";125;125;20;180;0,01;61,191002
"data/car.ppm";125;125;25;180;0,01;61,780998
"data/car.ppm";125;125;5;225;0,01;52,804001
"data/car.ppm";125;125;10;225;0;57,203999
"data/car.ppm";125;125;15;225;0;60,313000
"data/car.ppm";125;125;20;225;0;61,169998
"data/car.ppm";125;125;25;225;0,01;61,418999
"data/car.ppm";125;125;5;270;0,01;52,743999
"data/car.ppm";125;125;10;270;0;56,785999
"data/car.ppm";125;125;15;270;0,01;59,859001
"data/car.ppm";125;125;20;270;0,01;61,173000
"data/car.ppm";125;125;25;270;0,01;61,701000
"data/car.ppm";125;125;5;315;0;52,700001
"data/car.ppm";125;125;10;315;0,01;57,008999
"data/car.ppm";125;125;15;315;0;62,580002
"data/car.ppm";125;125;20;315;0;61,162998
"data/car.ppm";125;125;25;315;0;62,021000
"data/ceu.ppm";240;160;5;0;0,01;303,669006
"data/ceu.ppm";240;160;10;0;0,02;335,428009
"data/ceu.ppm";240;160;15;0;0,02;353,539001
"data/ceu.ppm";240;160;20;0;0,02;365,269989
"data/ceu.ppm";240;160;25;0;0,01;371,983002
"data/ceu.ppm";240;160;5;45;0,02;303,631012
"data/ceu.ppm";240;160;10;45;0,01;334,949005
"data/ceu.ppm";240;160;15;45;0,01;351,144989
"data/ceu.ppm";240;160;20;45;0,02;362,121002
"data/ceu.ppm";240;160;25;45;0,01;371,040009
"data/ceu.ppm";240;160;5;90;0,02;303,716003
"data/ceu.ppm";240;160;10;90;0,02;334,920990
"data/ceu.ppm";240;160;15;90;0,01;350,993988
"data/ceu.ppm";240;160;20;90;0,02;363,165009
"data/ceu.ppm";240;160;25;90;0,02;371,015991
"data/ceu.ppm";240;160;5;135;0,02;303,707001
"data/ceu.ppm";240;160;10;135;0,02;334,885986
"data/ceu.ppm";240;160;15;135;0,02;353,268005
"data/ceu.ppm";240;160;20;135;0,01;362,036987
"data/ceu.ppm";240;160;25;135;0,02;371,830994
"data/ceu.ppm";240;160;5;180;0,02;303,817993
"data/ceu.ppm";240;160;10;180;0,02;337,681000
"data/ceu.ppm";240;160;15;180;0,02;351,161011
"data/ceu.ppm";240;160;20;180;0,01;362,078003
"data/ceu.ppm";240;160;25;180;0,02;371,329987
